rule_id,rule_family,base_rule_id,flip_policy,currency,closed_adr,final_open_unrealized_adr,flip_loss_adr,pair_count,mtm_adr,content_hash
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,GBP,3915.476776,-62.174184,-32.537098,7,3853.302592,BDBB4C97A160CBD5304348BBDA9F0B035BE2DB4E24A5F290132EEE4FF7B77FCB
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,JPY,4428.235645,-39.484238,-43.992315,7,4388.751407,FDB7E8AEBDE2B914A9BC2AFA06C79512F1095A27D67F51CACF0668AFD0F5D050
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,CHF,4708.817267,-42.762164,-23.877827,7,4666.055103,50F9BFA31CDBBF974FA8F3A157B3671C3F43842F55B80FBC721174522BC7C935
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,EUR,4800.620312,-60.966631,-33.391336,7,4739.653681,300A77C38C05536EFB34C8403F9951ED26770CECD82B440728911CA34DAF8248
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,AUD,3739.344283,-2108.796013,0,7,1630.54827,EBEB8FCEFD25F93D557803BF5CC0FA0859B3D48F24A33A25E8C66751E3E475AE
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,NZD,4327.720887,-2132.245135,0,7,2195.475752,796390818A9EB887807DCC7EE2F09CD7DE6F760346868D2F2DDF4112AC971F11
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,USD,2957.804384,-163.510462,0,7,2794.293922,3BE2A9E4052069EF0E30D4B12E43995C10D0813BAF4CC07629AA6319D55FDDE1
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,GBP,3745.274006,-62.174184,0,7,3683.099822,15B48E147CC2CA99ED8D5FE0DD1A1C4F97AA9FB201C3DF2E6336CE6FCBC00ED3
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,CAD,4424.783475,-92.230195,0,7,4332.55328,984C17F7767104FFDF3026A3A250EDA14E9EF5EBA0D916BB4BD4DB2B97DAE4D9
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,JPY,4383.212278,-39.484238,0,7,4343.72804,1AA0EE507BACBB91A0D25C1B0D0B3E836FE82C6B0F017BB85771C5C3926D5033
