"variant_id","activation_rule_id","signal_settings_id","david_settings","stochastic_settings","symbol_universe","bar_path_mode","signal_clock","signal_adr_brick","target_mode","target_adr","spacing_adr","min_ma_expansion_adr","grid_add_mode","date_range","price_bundle_id","warehouse_manifest_id","warehouse_hash","weeks_replayed","pairs_replayed","initial_deposit_usd","final_balance_usd","final_equity_before_liquidation_usd","final_equity_after_liquidation_usd","net_profit_usd","closed_price_pnl_usd","end_liquidation_price_pnl_usd","total_price_pnl_usd","total_commission_usd","total_swap_usd","target_reset_count","entries_opened","closed_positions","end_liquidation_positions","max_open_positions","max_long_positions","max_short_positions","max_add_depth","max_fill_age_days","position_days","max_equity_drawdown_usd","max_balance_drawdown_usd","weekly_equity_profit_factor","activation_checks","activation_blocked_long","activation_blocked_short","activation_blocked_expansion","activation_started_long","activation_started_short","activation_long_allow_pct","activation_short_allow_pct","mt5_reference_net_profit_usd","mt5_reference_commission_usd","mt5_reference_swap_usd","mt5_reference_end_liquidation_net_usd","mt5_reference_max_open_positions","mt5_reference_end_liquidation_positions","net_delta_vs_mt5_usd","summary_only","metric_semantics","content_hash"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10513.53","10513.53","10513.53","513.53","629.31","-38.25","591.05","-51.72","-25.8","469","862","862","36","92","37","58","12","4.77","673.89","-98.12","0","6.233992","6805387","3486579","3318326","658898","186","296","0.01","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","339.02","true","continuous_carried_position_truth_replay","C3524220CBF4AB8A5038F90513BD40163737DE5414231FD1EEB4AFB7A04B68EB"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11934.17","11934.17","11934.17","1934.17","3139.91","-809.32","2330.59","-240.12","-156.3","2071","4002","4002","207","221","128","147","33","24.38","4478.75","-40.51","0","48.749775","4042865","2296478","1744288","4040766","1064","1035","0.05","0.06","174.51","-400.8","-4144.01","-5590.01","170","149","1759.66","true","continuous_carried_position_truth_replay","B8CF297B409F6A786D59FD272EB7EF62EA4FD8354F0A03C9D380D9758D1B18FC"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10652.77","10652.77","10652.77","652.77","802.17","-45.6","756.58","-69.9","-33.91","613","1165","1165","48","116","52","74","12","4.95","934.05","-103.52","0","4.630193","6577338","3424965","3151744","997872","231","398","0.01","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","478.26","true","continuous_carried_position_truth_replay","F3E633F703906BEAC6EA86BA06DE6A9E9A400C653C724EBBC64C429EC4B5E741"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10511.67","10511.67","10511.67","511.67","1410.01","-716.59","693.42","-105","-76.74","844","1750","1750","138","138","85","91","45","29.29","2488.9","-189.72","0","2.406061","5602450","2977603","2623988","1930772","399","460","0.01","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","337.16","true","continuous_carried_position_truth_replay","63B4B697C2B5B9712BE9A1EF3FEF8C3459D7D9296389A1DE3BCD0B92197A9272"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11316.89","11316.89","11316.89","1316.89","1610.27","-133.54","1476.73","-106.26","-53.58","898","1771","1771","78","115","61","65","14","8.95","1700.59","0","0","","5779791","3099291","2679582","1719077","410","508","0.01","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","1142.38","true","continuous_carried_position_truth_replay","7071F3FCF0BD8727C1DFC63B139247356014EEFB3B2E7B1A1EFB8AE390A27424"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10594.08","10594.08","10594.08","594.08","701.41","-33.71","667.7","-46.86","-26.76","394","781","781","35","99","40","61","14","5.98","726.85","-112.66","0","6.273252","6760235","3488133","3271695","601413","139","268","0","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","419.57","true","continuous_carried_position_truth_replay","551338052F76E21398EFF4DD203833D28BBF84AE0DA91C4DF90AF97480F93221"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11474.81","11474.81","11474.81","1474.81","2760.48","-944.69","1815.79","-207.06","-133.92","1742","3451","3451","221","222","122","149","45","29.29","4207.04","-3.06","0","482.883755","4213490","2398626","1813094","4211720","881","889","0.04","0.05","174.51","-400.8","-4144.01","-5590.01","170","149","1300.3","true","continuous_carried_position_truth_replay","A05DD44B7E5CA5EC209501B80DD4A3601AD21A946389C66771BDD0B3AF4A6581"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10817.3","10817.3","10817.3","817.3","962.75","-41.05","921.7","-68.58","-35.81","577","1143","1143","47","123","53","79","14","5.98","1046.44","-85.46","0","5.931105","6491547","3405408","3085546","919475","197","396","0.01","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","642.79","true","continuous_carried_position_truth_replay","84DAE8B0EA4D65C8E4524E6B3444AB87A4BDDAB1A7BEE0CD3272E112BA03BD6E"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10469.8","10469.8","10469.8","469.8","1303.37","-660.81","642.56","-93","-79.76","742","1550","1550","129","129","92","92","43","28.98","2773.42","-338.35","0","2.181085","5592370","2990472","2601142","1933627","356","400","0.01","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","295.29","true","continuous_carried_position_truth_replay","6E1424ABC1618E95EAC6ABB543C415D657ED549207A5C1856402367654FF4FD3"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11305.02","11305.02","11305.02","1305.02","1603.33","-131.34","1471.98","-96.96","-70","814","1616","1616","77","139","77","87","24","18","2005.68","0","0","","5741479","3025525","2715120","1583175","434","400","0.01","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","1130.51","true","continuous_carried_position_truth_replay","E74D2EFDDFC60A3865C5EC71F68EE0646230502235A86280CB4581652F6DDD73"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10688.51","10688.51","10688.51","688.51","805.51","-35.93","769.58","-48.06","-33.01","386","801","801","36","110","48","70","15","7.55","871.94","-112.63","0","5.818178","6670330","3449882","3220049","529056","158","241","0","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","514","true","continuous_carried_position_truth_replay","CFE4DA67B535BCAC46541622CE5B540C49BE8685D66E693A173935655A3238FE"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11429.84","11429.84","11429.84","1429.84","2638.53","-885.09","1753.44","-182.58","-141.02","1522","3043","3043","211","230","129","151","43","28.98","4452.36","-101.22","0","15.126745","4293512","2451053","1840910","4291963","783","766","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","1255.33","true","continuous_carried_position_truth_replay","DDAA9D3889EA19D536D438309136306DC00D203DC42D33A684CFA8B434065866"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.1","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10931.85","10931.85","10931.85","931.85","1079.41","-43.28","1036.13","-66.84","-37.44","544","1114","1114","48","135","54","89","15","7.55","1172.63","-79.26","0","6.993663","6396942","3380593","3015789","818859","208","352","0.01","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","757.34","true","continuous_carried_position_truth_replay","34121BC704A947A54CF1E8145613F08F3163FC8B77E7A5D0A8E9F420C9F8ACD0"
