group_type,activation_rule_id,protection_mode,origin_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
origin_class,triangle_v0_no_candidate_b,trail_1q_0_5q,ugly_no_profit,,,,,37,0,37,0,142,-76.065541,-4.672915,0,467.29,0,-2.055825,0.108594,2.580898,2.164419,-18.931341,-33.113752,0,100,0,37,0,0,0,7F6E9AF3CD8003EFC94AFAFBDE7D02AA5A3BFDB74ADDD9C628A8230C49FE3930
origin_class,triangle_v0_no_candidate_b,trail_1q_0_5q,small_red_no_profit,,,,,33,0,33,0,33,-2.851335,-0.23553,0,23.55,0,-0.086404,0.09279,0.163739,0.179194,-0.931176,-1.768127,0,0,0,33,0,0,0,E8099D057B6928577159A3A456EEAFE98BFDBE4645019D3EBC60F4099FE4763B
origin_class,triangle_v0_no_candidate_b,trail_1q_0_5q,adverse_no_profit,,,,,15,0,15,0,24,-3.487548,-0.208244,0,20.82,0,-0.232503,0.100522,0.329777,0.333025,-2.312966,-4.435905,0,100,0,15,0,0,0,141D471EDA2A640945FB03B2CFBDF2903005B336BD3DD8A5DACE4D37804B9412
origin_class,triangle_v0_no_candidate_b,trail_1q_0_5q,green_to_red_giveback,,,,,5,0,5,0,6,-0.296311,-0.022419,0,2.24,0,-0.059262,0.281725,0.113706,0.340987,-0.210355,-0.212265,100,20,5,0,100,0.407013,1.055975,5F394E04B20D3DF6042A76D2D1C9F4ED673E79ECEF54E6A6D4295955A9F132B6
origin_class,triangle_v0_no_candidate_b,trail_1q_0_5q,green_profit_leak,,,,,1,0,1,0,3,0.034581,-0.001221,0,0.12,0,0.034581,0.216686,0.824956,0.182105,0.15959,0.15959,100,100,1,0,100,0,0.07532,CE1E477EB381419E1CB1D94CECCDEB03D1D677623A5AF4B77E557D9104490C39
origin_class,triangle_v1_david_contra_extension,baseline,target_captured,,,,,10946,7398,3548,67.586333,12636,835.380818,41.508042,4273.72,122.92,34.768517,0.076318,0.078525,0.118543,0.002207,0.971899,0.988463,8.523662,9.921432,0,0,0,1.27532,3.742476,62081DEAEFA9DB0F5008682BC7F4E6948049419604D63720D424F2699ACDCA2E
origin_class,triangle_v1_david_contra_extension,baseline,ugly_no_profit,,,,,448,0,448,0,1568,-619.082128,-38.900747,0,3890.07,0,-1.38188,0.065301,2.119775,1.447181,-21.161632,-113.749967,0,100,0,448,0,0,0,18FBCA11B5D4ED46CFD29F8DA6AD858DB5EECADB16C7941360178CAB061648C8
origin_class,triangle_v1_david_contra_extension,baseline,eod_green_leftover,,,,,365,323,42,88.493151,493,66.142285,3.476558,351.36,3.71,94.815654,0.181212,0.236172,0.231741,0.054961,0.767286,0.672586,24.109589,27.39726,0,42,0,0.033126,0.379906,FE4312D07A08BF5DD6C9852A89A6C79E3BCE8560DD31813DE095A726DAEB7C10
origin_class,triangle_v1_david_contra_extension,baseline,small_red_no_profit,,,,,332,0,332,0,332,-32.077213,-2.150552,0,215.06,0,-0.096618,0.06127,0.158522,0.157888,-1.57693,-3.128755,0,0,0,332,0,0,0,AED7B3BAA6929816AE6B645FEE654BE6AA41CC6983A365AA000B7B047ED2211F
origin_class,triangle_v1_david_contra_extension,baseline,adverse_no_profit,,,,,165,0,165,0,305,-39.105778,-2.506816,0,250.68,0,-0.237005,0.089834,0.39774,0.326839,-2.638246,-5.245487,0,100,0,165,0,0,0,E93919F63C5F11C069BA74D4E74561F6977799F83B5C6508B09EA70E29E60DD7
origin_class,triangle_v1_david_contra_extension,baseline,green_to_red_giveback,,,,,71,0,71,0,177,-37.38844,-2.36711,0,236.71,0,-0.526598,0.362709,0.907538,0.889306,-1.451848,-1.583349,100,83.098592,71,0,100,45.508088,54.324428,B2B11196159D71ED8D8B86FDD9E1AB69CCE1CC19650D4BE645E61F24AAD5CA60
origin_class,triangle_v1_david_contra_extension,baseline,green_profit_leak,,,,,36,31,5,86.111111,56,3.562696,0.20405,20.65,0.24,85.864205,0.098964,0.370063,0.24573,0.271099,0.267424,0.270389,100,44.444444,5,0,100,1.624536,5.094085,DE93BD2999A1FBC1F42EE0AF16BD80F93799E435FA32BFA1D12FEF0F13C40A45
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,target_captured,,,,,10815,7313,3502,67.619048,12429,823.991804,40.987804,4219.81,121.03,34.866709,0.07619,0.078592,0.11728,0.002402,0.969437,0.987789,8.51595,9.88442,0,0,0,1.552883,5.017624,D1A6A27C0CC42D0FA2FAC11264F6290705A43EFCB55A8FCA8D030DA3118C2D48
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,ugly_no_profit,,,,,446,0,446,0,1561,-616.683834,-38.761989,0,3876.2,0,-1.382699,0.065361,2.121856,1.44806,-21.15492,-114.100163,0,100,0,446,0,0,0,747803DB70BCBE998D3A02381B5093B08ADD6C7135BC321E6300A48DEB829D49
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,eod_green_leftover,,,,,361,319,42,88.365651,484,64.672221,3.415569,345.26,3.71,93.169867,0.179147,0.234578,0.226394,0.055431,0.763699,0.670451,23.822715,27.146814,0,42,0,0.033126,0.379906,2A3716DBD09154E123FA3C59801D551B452B2D9FE9919382EEE54BD5E1D35795
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,small_red_no_profit,,,,,329,0,329,0,329,-31.516911,-2.121861,0,212.19,0,-0.095796,0.061828,0.158121,0.157625,-1.549385,-3.128755,0,0,0,329,0,0,0,0597F1970A7E73A77681413E04D57BD4CE65AC43C8CA96D57E914A497EDE1CC1
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,adverse_no_profit,,,,,165,0,165,0,305,-39.105778,-2.506816,0,250.68,0,-0.237005,0.089834,0.39774,0.326839,-2.638246,-5.245487,0,100,0,165,0,0,0,EB989C7627321D436C479A5113AB3F0DEC330596F3BFFC3AE11AE20E569CB34D
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,green_to_red_giveback,,,,,83,0,83,0,152,-41.221041,-2.596394,0,259.64,0,-0.496639,0.354097,0.8086,0.850736,-1.40255,-1.525517,100,85.542169,83,0,100,50.219048,60.415095,F55A4FBF8843CAB7EAAE76FF45485F9170D70A59DFDF6C107D35FC0226BEA26F
origin_class,triangle_v1_david_contra_extension,lock_1q_stop_adds,green_profit_leak,,,,,36,31,5,86.111111,57,3.557466,0.205122,20.75,0.24,86.309986,0.098819,0.369649,0.282797,0.270831,0.267331,0.270265,100,44.444444,5,0,100,1.684624,5.119291,B1ADA4BD37D678AD609493C5A0760CF8717430A0A4AA80F7AC1D88F32D0F2413
origin_class,triangle_v1_david_contra_extension,protected_flatten_1q,target_captured,,,,,10938,7395,3543,67.608338,12664,837.095438,41.59273,4283.77,124.5,34.407888,0.076531,0.079312,0.123949,0.002781,0.964932,0.985638,8.529896,10.477235,0,0,0,1.941626,5.94771,051467E9CD063182099E1C556F702B986938405355F2ADE3B480516B8F4872EF
origin_class,triangle_v1_david_contra_extension,protected_flatten_1q,eod_green_leftover,,,,,531,357,174,67.231638,721,67.208301,3.656095,378.44,12.83,29.491681,0.126569,0.189704,0.237241,0.063135,0.667194,0.536392,16.384181,29.755179,0,174,0,0.033126,0.379906,E76D451C9F556FC11B33CB4917231C516F7CF0FA788C285625F85A9F1E38DBF0
