symbol,variant_id,trades,corrected_net_actual,corrected_profit_factor,terminal_liquidations,avg_hold_hours,content_hash
EURUSD,adr_event_0_05_candidate_b_fade_strict,308,766.18,2.527048,25,88.884446,0DC90EB92A7F2F3588BD23A422AD6946D9622E71433280064ABA6DDDA4C93F73
GBPAUD,adr_event_0_05_candidate_b_fade_strict,1377,5694.77,66.191433,6,61.197825,8D73E14D007B4D166575B7EDC0B131F88287B69578AAC80CC030764272164180
GBPJPY,adr_event_0_05_candidate_b_fade_strict,167,767.58,4818.366162,5,30.547864,1B33D83024F93593DE94403C0B4D57823C7A08378B8C53703471A29F20C3DA73
GBPUSD,adr_event_0_05_candidate_b_fade_strict,415,2004.59,4.713131,10,75.901064,42AE787BFFA7D4C4EDCBF58B436383EE2A70497C73F5B710AB60B2B1259A4B7E
NZDCHF,adr_event_0_05_candidate_b_fade_strict,1080,-615.38,0.889858,145,1176.400013,F15BBD439A5B57362A6B48BBC13382DE78E47F7F569C10702425D09CA4F2A806
USDCHF,adr_event_0_05_candidate_b_fade_strict,1461,-5674.63,0.579336,154,676.24705,79C6CAB9D0A7614AF5383483BE11459634E56937A8CAD521F429B594B1F3B001
AUDCAD,adr_event_0_05_type3_both_no_direction,1839,6257.7,639.324441,2,104.209604,BBE180A96E8010B98F0BB8CB120D9D764A4E74E09350CF94B8A89B567D5846D5
AUDCHF,adr_event_0_05_type3_both_no_direction,1874,10051.44,67.153626,42,210.806492,6C0FC40087F8ABB0D2853B67B97B005E070309ED6B4E25AA87B29C4C1AD33515
AUDJPY,adr_event_0_05_type3_both_no_direction,1993,-18083.17,0.298018,189,381.523891,97BE3DB88F14E95540F2FFCD6A1EAA77324BDD61A03D5B11D657542B7BB0BCC0
AUDNZD,adr_event_0_05_type3_both_no_direction,1669,-12549.63,0.244245,231,739.623498,97CAB6EAEA3E45809B8CE60BDDF606B2CF8442C01B96E07B57FF27A67D8FEAE6
CHFJPY,adr_event_0_05_type3_both_no_direction,934,-1837.56,0.697107,41,231.799397,9E64A7B5471BCCF4DE47B00ED9FB28DC6903A2432F2546388B386795338D009D
EURAUD,adr_event_0_05_type3_both_no_direction,1751,7143.08,131.276175,6,101.157394,1734718BECACCB9B770DBD1961DF9C01DDDA0C7401C8B7E24F1C9DDBF878E69E
EURJPY,adr_event_0_05_type3_both_no_direction,985,1352.15,1.390739,46,212.989606,A646378556607471B6840070AD88747EA5E87C00C88C97C327288A1A851F4877
EURNZD,adr_event_0_05_type3_both_no_direction,1679,4531.47,4.925776,33,256.864365,E85183DDB21CFE654EF331813ABC1BEC5CF8CB6EF9538A874BC645EC8FEB4D57
EURUSD,adr_event_0_05_type3_both_no_direction,492,1732.91,3.540207,29,85.225121,D03AE62DB9351EC82DD483DB8A14C65339FE0A645DD48E91564EAD4A763A1FC6
GBPAUD,adr_event_0_05_type3_both_no_direction,1796,7513.33,87.009514,6,55.916131,B5A831C1559C7A6411869E6EFF1391E17B97B8689F6507161E990E79425DFBC0
GBPJPY,adr_event_0_05_type3_both_no_direction,1102,2458.36,1.633297,38,148.358825,992801BA91CBCC4463C58D04DA4740714E0E15ECE28BF2A567F5B9804ACE7DFA
GBPUSD,adr_event_0_05_type3_both_no_direction,456,2079.92,4.282837,15,73.888863,93788C37576F69259F4E24486D1557E3A89F9A992D74586A33B135C55E4F63AF
NZDCHF,adr_event_0_05_type3_both_no_direction,1782,2972.86,1.530726,154,844.994171,1132CFC4AEE158A999C166825147D44A2B915C382B715FEF793D73FF5FA0C5AC
USDCHF,adr_event_0_05_type3_both_no_direction,1577,-5318.6,0.613872,157,653.310184,E709BB05FDC28CBB25287F8E60D45D2A9086D87344F08B0D18FACF4966DA1984
AUDCAD,adr_event_0_05_type3_long_only,1839,6257.7,639.324441,2,104.209604,C2FCC4FA3B14FB9E2F736E6738F33521EE72F351BE781A794EE3BD7C12F607DF
AUDCHF,adr_event_0_05_type3_long_only,1874,10051.44,67.153626,42,210.806492,46889D518009B4D1C38999C4A24125DD8049B4CE218C425A3B2B1A5642A3AB15
AUDJPY,adr_event_0_05_type3_long_only,691,2981.66,,0,59.539459,F3F7F4BF71F10BBD08A1700506A55927D335F194B8EED5B7C3274AD86E0645EC
AUDNZD,adr_event_0_05_type3_long_only,643,1872.45,,0,173.156184,C5D393E0EDC48CAFEB259068BBE9736EA084BD7F6E1CC5FC3DE8C8385FB9BAAD
CHFJPY,adr_event_0_05_type3_long_only,191,935.51,,0,11.487053,8CC5BC3D5177D6412192522051800DD2439F7BC246645919C9E0F84491242388
EURJPY,adr_event_0_05_type3_long_only,170,727.39,,9,61.362513,157D4FFBE69460D39F32DD4128CBCC403EE759E44AB4AF7742809B0541046DA1
GBPJPY,adr_event_0_05_type3_long_only,145,723.01,4538.684953,5,13.659119,96D1A450F959B9C72D7359A5C35C382BEB886C265DB7AC9E20D9A7CFA1F38DC4
NZDCHF,adr_event_0_05_type3_long_only,1782,2972.86,1.530726,154,844.994171,A007EAD53157BABDF6E00000161DE58E4190E200EE3EBABB62C011E5BF8ECAED
USDCHF,adr_event_0_05_type3_long_only,1577,-5318.6,0.613872,157,653.310184,54D69AF51404822EC43DF3D967F213D44155D4343E7A158F68AFADC15F9D2997
AUDJPY,adr_event_0_05_type3_short_only,1302,-21064.83,0.182271,189,552.408102,5EEA557DD39AEECF0C3E2BA1E689AB359C903B1C064638F4451DA2B9C8767585
AUDNZD,adr_event_0_05_type3_short_only,1026,-14422.08,0.131483,231,1094.631766,D93585E84A17747FC8D376AE208950083A01CD7C6EB2E8A92AC44EDE60A6E372
CHFJPY,adr_event_0_05_type3_short_only,743,-2773.07,0.542902,41,288.434199,2EFBD99932262B6D069E00C4DD75C6A8B27B44519A95A8D5B827885FD8ECB2C9
EURAUD,adr_event_0_05_type3_short_only,1751,7143.08,131.276175,6,101.157394,F5D4FDEA66FC26CDDDAFE98DFB2DDDB576D1725A20FE1C2A68C1874CF61E6A98
EURJPY,adr_event_0_05_type3_short_only,815,624.76,1.18054,37,244.617343,17372C708481363DA75796DBB1E9E5F42581A82AE4979A67607FD97C363CF488
EURNZD,adr_event_0_05_type3_short_only,1679,4531.47,4.925776,33,256.864365,26E08EE446CFF5D0D914E454C5942EBAC3358EF1D991C2E9051F2F4FD9D53F9E
EURUSD,adr_event_0_05_type3_short_only,492,1732.91,3.540207,29,85.225121,8B92A5979C56F040261670270909A6FEED6E0C5776D66A44E6F4EFA4DFFB202E
GBPAUD,adr_event_0_05_type3_short_only,1796,7513.33,87.009514,6,55.916131,E57F1AAECB98AF92F0C180C60F3360779F2782078437F68797BCAD3E60DA459D
GBPJPY,adr_event_0_05_type3_short_only,957,1735.35,1.447061,33,168.767872,B49F8C017CA350F1621ACA9CD55F7FCB8D0AEA9C48D6A484B0B30CF0E0F97BA4
GBPUSD,adr_event_0_05_type3_short_only,456,2079.92,4.282837,15,73.888863,FDF3052DAC4F2DC106231FCF648C492784DF64F2B9C866383DC39C7F2DCFEAC4
AUDCHF,adr_event_0_075_candidate_b_agreement_strict,61,316.34,,0,473.358461,6E43DC190A801E7DCCA90A852BDBED1E20A5CF2A6B867969F8CE841F89F9868D
AUDUSD,adr_event_0_075_candidate_b_agreement_strict,403,2162.57,54.792647,6,82.12224,99DF00BA70C676115E1387BBA7F1A658391040AB0B35DE79065FA590FBA10122
EURAUD,adr_event_0_075_candidate_b_agreement_strict,250,1015.74,,0,146.095711,A94E6F2F0577E8F0C9C2536C985864BEEAE7E70BAE3902AA1E8D7D253AA84E2E
GBPAUD,adr_event_0_075_candidate_b_agreement_strict,180,924.56,,0,41.007315,414C4E2B495A147D8E20E7D42ED1AA66914E465D2E94AE958816E8D035948ACC
NZDCHF,adr_event_0_075_candidate_b_agreement_strict,316,1579.84,171.084287,20,368.160977,969ED5BE260490840C849EC9EFEAC3FA7CE92394A1D008C2520F4D36A29FA9C4
AUDCHF,adr_event_0_075_candidate_b_fade_strict,749,4295.06,61.872943,12,176.266676,50F195645ED027E21192C8153C26268217D4B1C39D6D8901380B24F3A903A056
AUDUSD,adr_event_0_075_candidate_b_fade_strict,416,2121.56,86.422693,13,148.893692,364C1D2154CD44375E79B886742387CB21A671D954DF6976539DBBC4DC05AA97
EURAUD,adr_event_0_075_candidate_b_fade_strict,551,2408.99,72.859644,5,67.775342,AA53CF1CF89D4B6A9DC38384AB11F22208E5386500C697B591A7E9065DB24020
GBPAUD,adr_event_0_075_candidate_b_fade_strict,624,3004.02,119.380811,2,59.117502,531D8736CEE4E9E8CB1DB21ABD188D9D5C6EA1FB64266EBE764449758C567B25
NZDCHF,adr_event_0_075_candidate_b_fade_strict,449,201.3,1.099606,65,1085.70539,B3A645CB497822E66B04290CCA663C56B84BB9A5A9B602049D7BD3C65AC14550
USDJPY,adr_event_0_075_candidate_b_fade_strict,227,912.47,45.724312,2,61.265015,8631A1559AE67B29784CA7575ADB00679E7BFB723ABDFE62F547A3661026BB1D
AUDCHF,adr_event_0_075_type3_both_no_direction,810,4611.4,66.35634,12,198.640255,3CD949C515F9182F86D0D0C9D998C91A55B197DA20FF1F0FF5BF5BB2AAD33C8A
AUDUSD,adr_event_0_075_type3_both_no_direction,819,4284.13,66.871183,19,116.037898,7ADEA6FFE065223B2CFF580D4CEE1530BF1A453FCFF8F8AD0436DDEAAC9D8A99
EURAUD,adr_event_0_075_type3_both_no_direction,801,3424.73,103.15893,5,92.219901,A4888BE8D16C18FE7A2D67D7F223AD06170547B3CFF1FC55EF1EB4266CEDB6D4
GBPAUD,adr_event_0_075_type3_both_no_direction,804,3928.58,155.815261,2,55.062982,ED95BE934B03031FF70C227B0D3D382D4379C5FB0A1C669E2065261C3155FE25
NZDCHF,adr_event_0_075_type3_both_no_direction,765,1781.14,1.877318,85,789.307959,24E5E149C7EF31EE173D5E73256553E9257BE47FD931833DE02BCD7A897BE6FF
USDJPY,adr_event_0_075_type3_both_no_direction,227,912.47,45.724312,2,61.265015,0D54A9DC666E8226A40209473A5AFA121E03B511B58D8263FE77C30375E77150
AUDCHF,adr_event_0_075_type3_long_only,810,4611.4,66.35634,12,198.640255,9062DD5DD96035FCF454FABBDFACA23D54021F3DF3BB91219ED2853FFC28CA71
AUDUSD,adr_event_0_075_type3_long_only,819,4284.13,66.871183,19,116.037898,EA709D9C80B440242704CAD92E875BE94F02716799140D37BEE3083EC175103C
NZDCHF,adr_event_0_075_type3_long_only,765,1781.14,1.877318,85,789.307959,1875DBEBFD03A9543DD46AAEABAC4FA9CB16D0332CFAF043EDDCCBA49AFF39FB
USDJPY,adr_event_0_075_type3_long_only,227,912.47,45.724312,2,61.265015,223764DA6F6CC9FB7E4F9582E6FE9F8FC45F726112F456BD9B49629E4BA2EE33
EURAUD,adr_event_0_075_type3_short_only,801,3424.73,103.15893,5,92.219901,F803F55328C5D84A40DB9BBCC9AF9A2D01A12F714BCEB169CFA27BEF94D1C68E
GBPAUD,adr_event_0_075_type3_short_only,804,3928.58,155.815261,2,55.062982,B47374426F7551A322CA447A0F10DA3D3716A10DD722BC7A4160C2454A8D8724
EURAUD,adr_event_0_10_candidate_b_agreement_strict,143,553.32,,0,166.662265,D301127B1B838BAE8CD90A7B43BE10335076C841B281609242E319BC3F37E6F4
NZDCHF,adr_event_0_10_candidate_b_agreement_strict,149,838.39,67.196354,11,434.015481,C15231DE90FB5BF08188AD3B0914318276BC6CF2210A4C3B13FFE7D0B0B3DDAA
EURAUD,adr_event_0_10_candidate_b_fade_strict,321,1594.95,64.475277,6,85.60122,33B4207C2C9553CDD0E6A2D73300F117211D5311FB2519FEC2F363624F5A33DB
NZDCHF,adr_event_0_10_candidate_b_fade_strict,239,82.73,1.074716,32,1064.707538,1D9FD69560F12B5FCE6A7E855A44CC699B73CC816E1AD6732B7E7140BD033836
EURAUD,adr_event_0_10_type3_both_no_direction,464,2148.27,86.49601,6,110.583395,E520560B95ACAD525B86BF7A42948E5DFFB772CD1D418867D8E413F012BBB0D9
NZDCHF,adr_event_0_10_type3_both_no_direction,388,921.12,1.82248,43,822.508784,C42A8787A7FB496E2317B729E6C2971F8DBA17B845F8973EF6EF9A09E90D3DE2
NZDCHF,adr_event_0_10_type3_long_only,388,921.12,1.82248,43,822.508784,B3C3D1ED7185655E7023A484DBB1B7809C20F11E3AA9958C3B99BEB8D04339E9
EURAUD,adr_event_0_10_type3_short_only,464,2148.27,86.49601,6,110.583395,DE3C3AF4667D579EF14DCDA1A348E970AE21D8013A9A443DA8E9F2A308365EC9
AUDCHF,time_h1_candidate_b_agreement_strict,16,81.96,,0,314.124444,ABB3F528B84BBDE086535CDADE1BB102B042F027ECB51BE663C99FE3989E934E
NZDCHF,time_h1_candidate_b_agreement_strict,63,344.55,148.252914,7,409.634519,EFA5D55A37BEC24F383988279EDE22022DFC95042534FAEB834D091D6BFB9F65
USDCHF,time_h1_candidate_b_agreement_strict,4,-70.04,0.255822,1,2122.249792,467BB98D5637F2FEA7FE351C92D322B0498BB5717533132A2F2FBDEC11EF8D68
AUDCHF,time_h1_candidate_b_fade_strict,189,1043.14,40.047064,9,271.057745,FEBB70B93A29C0A5EE9732E9CD1401410AF2CFB7A17CF748316BC9DDB6C56A38
NZDCHF,time_h1_candidate_b_fade_strict,96,-198.87,0.672286,17,1281.916261,606FABB04CAE4B245F74F6D0CD9C0B336FD8E0054464FD0EA1B55036D6024035
USDCHF,time_h1_candidate_b_fade_strict,176,-473.42,0.656755,19,585.760958,E018A70E07DA938D56E5C659C4E263910E440125EF496046C17E6F4554CF9DA6
AUDCHF,time_h1_type3_both_no_direction,205,1125.1,43.115122,9,274.419048,27234082EC5DF3A31A0C8DC2E06C330E87B9D0CDDE564DB4B823EA6A5DF58F6F
NZDCHF,time_h1_type3_both_no_direction,159,145.69,1.239162,24,936.295194,2480190E79BD9B5A9EFB5B3040C45A2311FA8BED7BFE53EC2A439C25B6F34889
USDCHF,time_h1_type3_both_no_direction,180,-543.46,0.631143,20,619.905154,4CA8C486D6ED1C4235522696ED5B057EA1E855B7FC14BBD868104CD483B6AC47
AUDCHF,time_h1_type3_long_only,205,1125.1,43.115122,9,274.419048,D3B26197DB6D0EBE567CDCB06826612370DCD0BBCA1DA3FB0E3271E5B5D0C64D
NZDCHF,time_h1_type3_long_only,159,145.69,1.239162,24,936.295194,AEF1E0C234AF262F32542680096B7E2D7E133A0B0F37332A41D821A8913FE80A
USDCHF,time_h1_type3_long_only,180,-543.46,0.631143,20,619.905154,B783BBB5C507B74A3F98A5EC6F812DEB7AB852E654C2D006530F7BA8BF3823C1
